user_id,item_id,rating,timestamp
user_0000,item_0242,4,2025-03-05 20:48:09.928296165
user_0000,item_0012,4,2024-12-11 10:47:01.305882445
user_0000,item_0175,5,2024-12-28 12:24:10.509996269
user_0000,item_0193,5,2025-09-09 23:26:37.114593260
user_0000,item_0202,2,2025-09-13 20:54:37.016564308
user_0001,item_0450,3,2025-08-10 14:42:52.595900511
user_0001,item_0124,4,2025-06-14 21:47:54.002241062
user_0001,item_0465,3,2025-05-27 11:18:03.507959627
user_0001,item_0032,5,2025-03-03 20:06:29.820644174
user_0001,item_0469,3,2025-02-05 20:38:13.651381879
user_0002,item_0139,2,2025-03-08 22:43:47.374550588
user_0002,item_0211,5,2025-08-08 14:55:09.195159159
user_0002,item_0062,4,2025-06-14 23:40:15.895068791
user_0002,item_0093,5,2025-03-24 03:18:04.326915456
user_0002,item_0342,5,2025-02-27 19:10:35.608435133
user_0003,item_0316,3,2025-07-01 05:38:53.770529167
user_0003,item_0477,4,2025-04-19 14:33:06.018050762
user_0003,item_0301,5,2024-10-23 02:57:30.622395318
user_0003,item_0411,3,2025-06-22 04:10:29.894055730
user_0003,item_0444,5,2025-06-08 07:51:36.704828978
user_0004,item_0216,4,2025-07-17 07:21:23.786432992
user_0004,item_0335,5,2024-11-05 17:03:31.204471747
user_0004,item_0050,3,2025-08-12 16:42:05.618991183
user_0004,item_0312,1,2025-01-25 07:29:26.603896163
user_0004,item_0229,4,2025-03-01 02:05:30.234524085
user_0005,item_0198,4,2025-04-22 01:19:43.170938046
user_0005,item_0296,4,2024-12-28 17:00:16.704078757
user_0005,item_0250,4,2024-09-19 19:45:30.824482793
user_0005,item_0494,2,2025-08-09 15:09:37.938895932
user_0005,item_0070,5,2025-02-17 12:29:30.027160885
user_0006,item_0041,3,2025-05-10 01:23:36.341159027
user_0006,item_0045,1,2025-03-11 04:11:50.275791785
user_0006,item_0447,1,2024-11-28 12:02:17.011189004
user_0006,item_0097,3,2025-03-03 12:39:24.102907152
user_0006,item_0165,5,2025-01-22 01:28:31.131602683
user_0007,item_0165,4,2024-12-23 22:39:45.350970138
user_0007,item_0170,4,2025-08-25 16:18:50.925616638
user_0007,item_0336,4,2024-10-02 02:21:48.869713328
user_0007,item_0498,2,2025-01-07 18:43:05.604954485
user_0007,item_0330,3,2025-03-05 01:18:37.984331915
user_0008,item_0229,5,2025-06-22 23:41:47.148481421
user_0008,item_0382,3,2025-07-22 23:59:48.445486953
user_0008,item_0178,5,2024-10-13 06:37:57.317414423
user_0008,item_0331,4,2024-11-13 06:56:57.870420185
user_0008,item_0399,4,2025-02-01 00:33:01.585019970
user_0009,item_0382,1,2025-05-28 23:45:24.008783121
user_0009,item_0066,3,2025-05-08 04:21:58.095853172
user_0009,item_0413,1,2024-10-09 15:24:37.934767406
user_0009,item_0393,4,2025-05-28 02:46:05.180963569
user_0009,item_0357,3,2025-04-06 09:40:00.524514504
user_0010,item_0259,3,2024-10-11 23:08:49.152864452
user_0010,item_0462,2,2024-11-22 06:18:05.834896785
user_0010,item_0250,3,2024-10-31 04:06:21.672319286
user_0010,item_0496,5,2024-11-26 11:15:16.423765702
user_0010,item_0426,5,2025-05-28 10:10:18.511279185
user_0011,item_0204,4,2024-11-20 10:13:52.787101789
user_0011,item_0089,2,2024-11-05 23:54:51.128925570
user_0011,item_0349,5,2025-03-22 20:29:55.170001038
user_0011,item_0178,4,2024-12-11 11:25:37.960598139
user_0011,item_0488,2,2025-03-17 04:40:56.054523879
user_0012,item_0075,5,2025-02-28 01:16:56.397889745
user_0012,item_0188,5,2025-04-11 18:28:46.750855956
user_0012,item_0035,3,2025-03-15 21:21:30.055345062
user_0012,item_0012,4,2025-08-09 01:32:18.358996647
user_0012,item_0069,4,2025-06-29 18:39:59.718252264
user_0013,item_0325,1,2024-09-18 12:07:55.663609224
user_0013,item_0078,1,2025-01-05 22:39:08.864591668
user_0013,item_0033,5,2025-06-21 07:56:36.075321566
user_0013,item_0393,2,2025-08-03 07:49:44.392249287
user_0013,item_0233,3,2025-08-10 17:59:59.145843250
user_0014,item_0033,3,2025-01-31 21:50:00.748581885
user_0014,item_0256,4,2025-04-14 02:40:14.247508245
user_0014,item_0498,2,2024-10-28 00:30:29.310051647
user_0014,item_0408,4,2025-07-07 14:16:04.309095349
user_0014,item_0307,3,2025-04-18 11:23:03.966122755
user_0015,item_0367,1,2025-06-13 19:11:50.490891600
user_0015,item_0388,5,2025-07-28 14:04:48.162005282
user_0015,item_0005,4,2025-06-30 01:59:33.605939398
user_0015,item_0212,1,2025-06-20 14:14:10.675015864
user_0015,item_0243,5,2024-11-28 01:41:45.481533041
user_0016,item_0247,1,2025-03-22 10:10:07.344756207
user_0016,item_0055,2,2025-05-21 02:59:59.811470068
user_0016,item_0273,5,2025-03-26 21:14:32.114101578
user_0016,item_0230,3,2025-04-25 15:32:55.920890366
user_0016,item_0421,4,2024-12-04 02:24:58.115429571
user_0017,item_0479,3,2024-11-13 17:07:33.713099101
user_0017,item_0395,1,2024-10-22 11:43:33.657892283
user_0017,item_0161,4,2025-01-27 01:16:34.069249074
user_0017,item_0346,4,2024-10-24 21:55:46.770953667
user_0017,item_0223,4,2025-02-04 13:06:10.312881688
user_0018,item_0260,1,2025-08-16 16:22:58.823854548
user_0018,item_0077,5,2025-08-21 07:42:08.221820835
user_0018,item_0371,1,2025-09-12 05:05:26.966867592
user_0018,item_0257,5,2024-12-21 10:35:16.217975752
user_0018,item_0342,3,2025-05-31 09:30:33.750387502
user_0019,item_0390,4,2024-12-11 15:15:23.566050337
user_0019,item_0330,3,2025-09-08 23:40:59.550804132
user_0019,item_0094,1,2024-09-28 08:42:25.783002121
user_0019,item_0089,3,2024-12-09 20:45:58.651651616
user_0019,item_0051,4,2025-04-30 05:22:11.365781276
user_0020,item_0062,1,2024-09-28 03:11:57.751658512
user_0020,item_0307,5,2025-06-01 18:02:24.092473379
user_0020,item_0390,5,2025-02-08 22:40:42.031103944
user_0020,item_0322,4,2024-12-17 14:02:24.055385278
user_0020,item_0265,5,2025-01-20 00:24:30.481068730
user_0021,item_0174,4,2025-02-04 21:48:37.168327645
user_0021,item_0466,5,2025-06-20 18:41:34.481525125
user_0021,item_0115,2,2025-07-06 13:19:10.473652019
user_0021,item_0191,5,2025-01-23 21:51:30.053980423
user_0021,item_0220,3,2024-11-22 19:27:57.174560687
user_0022,item_0423,5,2024-12-24 17:34:57.846906368
user_0022,item_0462,5,2025-01-20 03:11:00.128764729
user_0022,item_0129,2,2025-03-01 16:43:30.927541152
user_0022,item_0382,5,2024-10-09 11:38:29.776821859
user_0022,item_0233,1,2025-07-18 11:22:59.813031476
user_0023,item_0364,5,2025-03-02 17:09:47.329484075
user_0023,item_0410,4,2025-03-15 01:55:21.634323194
user_0023,item_0111,3,2025-02-22 09:34:06.275073067
user_0023,item_0255,4,2024-11-01 20:51:08.367288570
user_0023,item_0420,4,2024-12-12 19:44:11.049681976
user_0024,item_0233,1,2025-04-23 02:04:15.096873415
user_0024,item_0003,5,2025-07-04 03:48:32.068218045
user_0024,item_0126,4,2024-12-23 01:27:23.450283176
user_0024,item_0365,4,2025-07-10 00:03:51.811043236
user_0024,item_0496,3,2024-12-04 13:08:42.126343512
user_0025,item_0002,5,2025-05-05 08:00:00.308812467
user_0025,item_0384,3,2025-07-24 06:54:06.286591026
user_0025,item_0018,3,2024-10-31 15:42:01.416860868
user_0025,item_0376,5,2025-05-05 04:46:10.487811035
user_0025,item_0104,4,2024-12-27 01:49:10.734713487
user_0026,item_0296,4,2025-05-09 21:02:32.264596349
user_0026,item_0198,5,2025-08-13 16:33:47.024412708
user_0026,item_0211,4,2025-03-25 01:50:18.786426199
user_0026,item_0350,4,2025-08-23 23:02:36.886260115
user_0026,item_0001,4,2025-02-23 16:33:21.875983457
user_0027,item_0302,4,2025-08-19 12:07:49.951094731
user_0027,item_0340,1,2025-05-17 15:14:00.223476026
user_0027,item_0403,5,2025-01-01 07:52:33.883885477
user_0027,item_0138,5,2025-03-11 19:53:02.877932409
user_0027,item_0413,4,2025-07-24 19:28:36.959665633
user_0028,item_0220,5,2024-10-11 01:05:17.824624570
user_0028,item_0046,4,2025-04-15 21:01:41.233193144
user_0028,item_0114,4,2024-12-03 20:51:10.414096802
user_0028,item_0298,2,2025-04-20 00:23:39.240412855
user_0028,item_0369,5,2025-04-29 12:47:03.869714521
user_0029,item_0293,1,2024-11-17 01:29:41.872515810
user_0029,item_0094,3,2025-03-11 12:47:27.869767720
user_0029,item_0185,3,2024-10-08 06:48:39.167917621
user_0029,item_0172,3,2025-04-12 19:22:02.595339944
user_0029,item_0012,5,2024-11-13 07:49:22.879528528
user_0030,item_0402,5,2025-03-19 10:09:40.941198268
user_0030,item_0232,4,2024-12-24 08:40:08.343093018
user_0030,item_0245,5,2025-07-20 15:07:31.866254271
user_0030,item_0069,4,2025-07-29 05:27:33.503165911
user_0030,item_0043,5,2025-01-19 20:14:02.033834491
user_0031,item_0035,5,2025-06-17 13:08:10.883420978
user_0031,item_0030,3,2024-12-13 10:49:56.238262102
user_0031,item_0143,4,2024-12-07 03:10:35.717736409
user_0031,item_0134,1,2025-03-22 16:02:14.678191151
user_0031,item_0126,1,2025-08-24 18:19:08.417706940
user_0032,item_0071,1,2025-01-17 08:21:48.298641624
user_0032,item_0266,5,2025-02-24 04:05:16.008222354
user_0032,item_0210,5,2025-08-28 13:22:55.360710953
user_0032,item_0178,4,2025-06-13 16:10:43.746095753
user_0032,item_0450,5,2024-09-23 10:59:54.795953832
user_0033,item_0326,4,2025-05-12 01:29:06.891745080
user_0033,item_0102,2,2025-07-23 10:14:19.850890105
user_0033,item_0280,3,2025-06-17 00:41:35.209847360
user_0033,item_0235,5,2025-02-23 18:50:57.990597294
user_0033,item_0486,4,2025-08-05 17:47:08.698607356
user_0034,item_0363,4,2025-03-23 17:13:17.730941843
user_0034,item_0035,2,2024-10-06 10:50:43.078074093
user_0034,item_0357,5,2025-01-15 10:31:31.411864244
user_0034,item_0271,4,2025-04-19 08:05:41.722465941
user_0034,item_0043,4,2025-03-01 13:10:40.408258829
user_0035,item_0257,3,2025-06-14 05:38:33.192845806
user_0035,item_0404,2,2025-05-19 02:28:37.556087454
user_0035,item_0232,5,2025-03-11 01:20:27.376558835
user_0035,item_0027,3,2024-10-31 05:22:10.497272241
user_0035,item_0395,5,2024-11-02 20:53:38.629624128
user_0036,item_0229,4,2024-10-19 18:23:31.429824844
user_0036,item_0492,4,2025-03-18 22:19:24.588505627
user_0036,item_0389,2,2025-01-19 21:46:02.459289666
user_0036,item_0013,5,2025-04-30 18:40:54.485116511
user_0036,item_0034,5,2024-09-29 14:20:44.084459009
user_0037,item_0263,5,2025-04-25 02:27:35.015991826
user_0037,item_0146,5,2025-03-06 01:49:41.484400729
user_0037,item_0398,2,2025-01-05 15:05:05.251303646
user_0037,item_0287,5,2025-05-24 00:19:43.593873482
user_0037,item_0317,5,2024-10-20 21:20:46.159581794
user_0038,item_0491,4,2025-07-23 02:43:39.166177403
user_0038,item_0073,4,2025-02-04 01:09:01.323273727
user_0038,item_0104,1,2024-10-29 13:11:37.247781161
user_0038,item_0094,5,2025-03-16 05:32:59.030362142
user_0038,item_0447,5,2025-04-17 03:34:29.599455456
user_0039,item_0336,2,2025-09-12 00:43:09.091919468
user_0039,item_0317,4,2025-03-08 03:08:25.358614285
user_0039,item_0086,5,2024-10-26 16:30:01.881905591
user_0039,item_0442,1,2024-12-23 15:15:06.522501338
user_0039,item_0218,2,2024-11-07 09:31:48.293510682
user_0040,item_0270,4,2025-05-09 00:50:53.746571864
user_0040,item_0358,4,2024-11-18 07:41:51.417014882
user_0040,item_0160,3,2025-07-15 05:00:34.240746183
user_0040,item_0239,5,2024-11-19 03:35:30.925912938
user_0040,item_0412,2,2025-06-21 01:51:49.822003530
user_0041,item_0178,3,2024-11-13 12:04:49.807794009
user_0041,item_0229,4,2024-09-24 06:12:06.516629088
user_0041,item_0378,4,2025-08-01 13:04:54.951896842
user_0041,item_0325,4,2025-05-20 23:14:59.611220944
user_0041,item_0310,4,2025-08-22 05:06:16.593425373
user_0042,item_0427,4,2025-03-13 12:18:19.546692613
user_0042,item_0116,3,2025-07-01 00:23:46.788636112
user_0042,item_0418,1,2025-05-28 16:35:26.132347534
user_0042,item_0142,4,2024-10-09 03:36:39.087283649
user_0042,item_0322,5,2024-12-11 00:26:01.049057702
user_0043,item_0331,2,2025-04-06 10:57:16.212395567
user_0043,item_0134,4,2024-11-05 01:35:01.851968084
user_0043,item_0453,4,2025-04-30 18:51:08.129544164
user_0043,item_0337,5,2025-08-07 05:14:55.210736311
user_0043,item_0278,4,2025-09-01 07:01:29.685669566
user_0044,item_0461,5,2024-11-26 20:10:39.727403392
user_0044,item_0142,1,2024-09-30 04:56:32.421188516
user_0044,item_0429,5,2025-05-28 09:32:29.297777897
user_0044,item_0150,5,2025-06-05 21:02:07.328661772
user_0044,item_0456,5,2025-08-06 12:57:24.649844156
user_0045,item_0270,3,2025-02-10 05:32:58.217060876
user_0045,item_0050,3,2025-05-30 03:52:10.741390732
user_0045,item_0123,5,2025-08-30 01:25:47.366461647
user_0045,item_0006,5,2024-11-09 13:19:46.299074705
user_0045,item_0238,4,2025-02-12 02:32:24.406968527
user_0046,item_0094,4,2024-09-18 07:07:42.331265853
user_0046,item_0041,5,2025-03-10 07:17:48.592196368
user_0046,item_0121,1,2024-11-17 04:19:44.692207254
user_0046,item_0398,4,2025-08-05 16:20:52.846604500
user_0046,item_0018,1,2024-10-19 14:49:48.464122625
user_0047,item_0415,3,2025-04-11 00:06:01.620234666
user_0047,item_0441,5,2025-02-08 22:18:42.521381813
user_0047,item_0283,5,2025-04-07 19:09:07.708412938
user_0047,item_0260,4,2025-01-29 04:54:24.847566043
user_0047,item_0219,4,2025-01-03 04:05:21.173850163
user_0048,item_0257,5,2025-02-09 09:27:27.807206049
user_0048,item_0053,5,2025-03-15 20:16:13.389634287
user_0048,item_0196,4,2025-08-21 17:47:41.473880322
user_0048,item_0247,3,2025-05-07 13:19:40.694557749
user_0048,item_0325,4,2025-08-30 23:16:41.003711824
user_0049,item_0140,4,2025-06-06 04:22:33.957363237
user_0049,item_0485,3,2025-03-12 01:59:05.431202601
user_0049,item_0169,1,2025-09-13 20:01:26.908249034
user_0049,item_0244,3,2025-09-03 05:28:54.954049106
user_0049,item_0101,2,2025-05-15 22:44:30.404328133
user_0050,item_0284,1,2025-02-03 09:39:30.189584016
user_0050,item_0257,2,2025-05-13 15:00:22.810480840
user_0050,item_0150,4,2024-11-01 12:58:18.303403294
user_0050,item_0467,4,2025-01-03 07:22:27.396300441
user_0050,item_0200,5,2025-07-30 15:18:58.956772251
user_0051,item_0199,4,2025-05-26 17:03:21.811354301
user_0051,item_0215,5,2024-10-03 00:49:51.551684386
user_0051,item_0210,5,2025-09-16 01:27:02.684556712
user_0051,item_0454,4,2025-08-28 23:12:54.452716909
user_0051,item_0359,3,2025-08-25 21:43:28.891707670
